target_overall_rating,prop_size_sqft,prop_type_house,prop_type_apartment,prop_type_office,prop_latitude,prop_longitude,prop_total_jobs,prop_eco_friendly,prop_pet_present,cleaner_total_jobs,cleaner_avg_rating,cleaner_rating_trend,cleaner_experience_years,cleaner_spec_house,cleaner_spec_apartment,cleaner_spec_office,cleaner_avg_job_value,cleaner_completion_rate,cleaner_avg_bid_amount,cleaner_client_retention,hist_previous_jobs,hist_avg_rating,hist_days_since_last,hist_prop_type_match,hist_price_compatibility,hist_client_avg_rating,hist_client_total_jobs,hist_rebooking_indicator,hist_has_communication,hist_issue_resolution_rate,ctx_urgency_days,ctx_price_low,ctx_price_medium,ctx_price_high,ctx_service_complexity,ctx_season_sin,ctx_season_cos,ctx_is_weekend,ctx_client_tenure_days,rating_quality,rating_communication,rating_timeliness,rating_professionalism,meta_job_id,meta_client_id,meta_cleaner_id,meta_property_id,meta_scheduled_date,meta_review_id
9.0,1792.0,0,0,1,37.84600967,23.60749036,9,0,0,8,8.25,0.0,-0.7068493150684931,0.25,0.375,0.375,200.625,0.8,185.0,0.0,0,0.0,9999,0.0,0.5,6.5,3,0,1,1.0,-258,0,0,1,0.215,0.8660254037844386,0.5000000000000001,1,-258,9.0,9.0,9.0,10.0,154,1569,1281,557,2025-02-23,118
6.0,1070.0,0,1,0,38.01327775,23.7831526,6,0,0,7,6.142857142857143,0.0,-0.8410958904109589,0.5714285714285714,0.0,0.42857142857142855,159.28571428571428,0.7777777777777778,67.5,0.0,0,0.0,9999,0.0,0.5,10.0,2,0,1,1.0,-307,1,0,0,0.23,0.49999999999999994,0.8660254037844387,1,-307,6.0,5.0,4.0,7.0,155,1523,1215,492,2025-01-05,119
10.0,1753.0,1,0,0,37.98971174,23.76705728,12,0,0,0,0.0,0.0,-0.9041095890410958,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0,0.0,9999,0.0,0.5,9.0,2,0,1,1.0,-330,0,0,1,0.2,-2.4492935982947064e-16,1.0,0,-330,10.0,10.0,8.0,10.0,156,1492,1132,454,2024-12-13,120
7.0,2415.0,1,0,0,38.05384289,23.7287649,16,0,0,23,6.869565217391305,0.0304347826086957,-0.1917808219178082,0.17391304347826086,0.2608695652173913,0.5652173913043478,201.95652173913044,0.8214285714285714,0.0,0.0,0,0.0,9999,0.0,0.5,6.363636363636363,12,0,1,1.0,-70,0,1,0,0.25,-0.8660254037844384,-0.5000000000000004,1,-70,6.0,7.0,5.0,6.0,157,1587,1262,579,2025-08-30,121
9.0,1947.0,1,0,0,38.10092063,23.82195759,16,0,0,5,9.6,0.0,-0.7698630136986301,0.2,0.4,0.4,287.0,0.8333333333333334,282.5,0.0,0,0.0,9999,0.0,0.5,8.25,5,0,1,1.0,-281,0,0,1,0.25,0.49999999999999994,0.8660254037844387,0,-281,10.0,10.0,10.0,9.0,158,1462,1188,412,2025-01-31,122
5.0,2765.0,0,0,1,38.08272944,23.85200269,13,0,0,27,6.185185185185185,0.1148148148148147,-0.0958904109589041,0.37037037037037035,0.4444444444444444,0.18518518518518517,85.18518518518519,0.9642857142857143,0.0,0.03703703703703709,0,0.0,9999,0.0,0.5,8.181818181818182,16,0,1,1.0,-35,0,0,1,0.205,-0.8660254037844386,0.5000000000000001,1,-35,4.0,4.0,5.0,4.0,159,1375,1190,298,2025-10-04,123
7.0,3432.0,0,0,1,37.96735303,23.61452468,5,0,0,10,7.0,0.0,-0.8027397260273973,0.4,0.3,0.3,107.5,0.8333333333333334,0.0,0.0,0,0.0,9999,0.0,0.5,5.0,2,0,1,1.0,-293,0,0,1,0.25,0.49999999999999994,0.8660254037844387,1,-293,7.0,8.0,8.0,7.0,160,1780,1272,838,2025-01-19,124
7.0,1451.0,0,1,0,38.00138921,23.72845075,15,0,0,28,7.821428571428571,-0.121428571428571,-0.038356164383561646,0.32142857142857145,0.21428571428571427,0.4642857142857143,247.85714285714286,0.8235294117647058,20.0,0.0,0,0.0,9999,0.0,0.5,8.214285714285714,16,0,1,1.0,-14,0,1,0,0.25,-0.8660254037844386,0.5000000000000001,1,-14,8.0,7.0,5.0,7.0,161,1377,1309,300,2025-10-25,125
7.0,810.0,0,1,0,37.86332273,23.5989046,8,0,0,9,6.888888888888889,0.0,-0.3013698630136986,0.3333333333333333,0.4444444444444444,0.2222222222222222,148.88888888888889,0.8181818181818182,65.0,0.11111111111111116,0,0.0,9999,0.0,0.5,7.571428571428571,16,0,1,1.0,-110,1,0,0,0.23,-0.4999999999999997,-0.8660254037844388,0,-110,8.0,7.0,8.0,7.0,162,1816,1123,893,2025-07-21,126
9.0,560.0,0,1,0,37.94152788,23.60222555,11,0,0,16,7.9375,0.3625000000000007,-0.6356164383561644,0.3125,0.375,0.3125,133.125,0.9411764705882353,30.0,0.0,0,0.0,9999,0.0,0.5,7.0,5,0,1,1.0,-232,1,0,0,0.245,1.0,6.123233995736766e-17,0,-232,8.0,8.0,8.0,8.0,163,1815,1154,892,2025-03-21,127
8.0,1454.0,0,0,1,38.06069202,23.61169002,6,0,0,23,8.130434782608695,0.06956521739130395,-0.27123287671232876,0.30434782608695654,0.21739130434782608,0.4782608695652174,231.08695652173913,0.92,210.0,0.0,0,0.0,9999,0.0,0.5,6.5,8,0,1,1.0,-99,0,1,0,0.205,-0.8660254037844384,-0.5000000000000004,0,-99,7.0,8.0,9.0,8.0,164,1629,1223,636,2025-08-01,128
6.0,757.0,0,1,0,37.93912715,23.78137576,12,0,0,22,5.863636363636363,0.23636363636363633,-0.6027397260273972,0.18181818181818182,0.36363636363636365,0.45454545454545453,69.31818181818181,0.88,40.0,0.0,0,0.0,9999,0.0,0.5,7.0,4,0,1,1.0,-220,1,0,0,0.215,0.8660254037844387,-0.4999999999999998,0,-220,6.0,6.0,5.0,5.0,165,1395,1233,325,2025-04-02,129
6.0,1298.0,0,1,0,37.98015287,23.67252187,4,0,0,9,7.111111111111111,0.0,-0.31232876712328766,0.2222222222222222,0.1111111111111111,0.6666666666666666,166.66666666666666,0.8181818181818182,0.0,0.0,0,0.0,9999,0.0,0.5,7.5,6,0,1,1.0,-114,0,1,0,0.25,-0.4999999999999997,-0.8660254037844388,0,-114,6.0,7.0,4.0,6.0,166,1420,1142,362,2025-07-17,130
9.0,1234.0,0,1,0,37.88860068,23.80799141,8,0,0,6,8.166666666666666,0.0,-0.5972602739726027,0.16666666666666666,0.16666666666666666,0.6666666666666666,291.6666666666667,0.8571428571428571,162.5,0.0,0,0.0,9999,0.0,0.5,7.333333333333333,5,0,1,1.0,-218,0,1,0,0.25,0.8660254037844387,-0.4999999999999998,0,-218,10.0,10.0,10.0,8.0,167,1766,1128,819,2025-04-04,131
9.0,2916.0,1,0,0,38.02990259,23.68708903,11,0,0,14,9.642857142857142,0.05714285714285694,-0.4712328767123288,0.21428571428571427,0.2857142857142857,0.5,453.57142857142856,0.875,225.0,0.0,1,10.0,135,1.0,0.8,9.0,7,1,1,1.0,-172,0,0,1,0.21,0.49999999999999994,-0.8660254037844387,0,-172,9.0,10.0,10.0,10.0,168,1346,1231,265,2025-05-20,132
9.0,2932.0,1,0,0,38.10295259,23.77457953,10,0,0,3,8.333333333333334,0.0,-0.7150684931506849,0.3333333333333333,0.3333333333333333,0.3333333333333333,101.66666666666667,0.75,0.0,0.0,0,0.0,9999,0.0,0.5,8.666666666666666,5,0,1,1.0,-261,0,0,1,0.25,0.8660254037844386,0.5000000000000001,0,-261,9.0,10.0,9.0,10.0,169,1463,1232,413,2025-02-20,133
7.0,4730.0,0,0,1,37.94709972,23.7987537,5,0,0,10,6.8,0.0,-0.7506849315068493,0.1,0.3,0.6,191.0,0.9090909090909091,140.0,0.0,0,0.0,9999,0.0,0.5,7.0,2,0,1,1.0,-274,0,0,1,0.215,0.8660254037844386,0.5000000000000001,0,-274,7.0,8.0,7.0,7.0,170,1748,1262,796,2025-02-07,134
7.0,2244.0,0,0,1,38.04479949,23.83631294,2,0,0,22,7.136363636363637,-0.1363636363636367,-0.1506849315068493,0.3181818181818182,0.2727272727272727,0.4090909090909091,140.9090909090909,0.8461538461538461,20.0,0.0,0,0.0,9999,0.0,0.5,6.75,9,0,1,1.0,-55,0,0,1,0.215,-1.0,-1.8369701987210297e-16,1,-55,8.0,8.0,8.0,8.0,172,1665,1317,684,2025-09-14,135
5.0,1692.0,0,0,1,37.99368846,23.79333215,6,0,0,21,5.9523809523809526,0.34761904761904727,-0.46301369863013697,0.19047619047619047,0.2857142857142857,0.5238095238095238,122.85714285714286,0.875,126.66666666666667,0.09523809523809523,0,0.0,9999,0.0,0.5,7.0,5,0,1,1.0,-169,0,0,1,0.205,0.49999999999999994,-0.8660254037844387,0,-169,5.0,4.0,3.0,6.0,173,1466,1145,418,2025-05-23,136
8.0,1093.0,0,1,0,38.08323372,23.61867306,4,0,0,19,7.052631578947368,0.3473684210526322,-0.12054794520547946,0.10526315789473684,0.47368421052631576,0.42105263157894735,139.73684210526315,0.76,87.5,0.0,0,0.0,9999,0.0,0.5,6.0,7,0,1,1.0,-44,0,1,0,0.22,-1.0,-1.8369701987210297e-16,0,-44,7.0,7.0,8.0,8.0,174,1805,1158,877,2025-09-25,137
9.0,550.0,0,1,0,38.05512436,23.83846589,10,0,0,13,9.384615384615385,0.01538461538461533,-0.4273972602739726,0.46153846153846156,0.23076923076923078,0.3076923076923077,287.3076923076923,0.8125,298.3333333333333,0.0,0,0.0,9999,0.0,0.5,7.25,6,0,1,1.0,-156,1,0,0,0.245,1.2246467991473532e-16,-1.0,0,-156,8.0,8.0,8.0,10.0,175,1579,1188,570,2025-06-05,138
8.0,2624.0,1,0,0,37.87409175,23.79739184,7,0,0,7,7.428571428571429,0.0,-0.8273972602739726,0.42857142857142855,0.2857142857142857,0.2857142857142857,233.57142857142858,0.875,0.0,0.1428571428571429,0,0.0,9999,0.0,0.5,8.5,4,0,1,1.0,-302,0,0,1,0.25,0.49999999999999994,0.8660254037844387,0,-302,8.0,9.0,7.0,8.0,176,1337,1258,253,2025-01-10,139
8.0,1135.0,1,0,0,37.97989142,23.61014979,19,0,0,28,7.214285714285714,0.18571428571428594,-0.03561643835616438,0.42857142857142855,0.25,0.32142857142857145,132.67857142857142,0.9032258064516129,115.0,0.0357142857142857,0,0.0,9999,0.0,0.5,6.470588235294118,20,0,1,1.0,-13,0,1,0,0.2,-0.8660254037844386,0.5000000000000001,1,-13,7.0,7.0,7.0,8.0,177,1338,1243,254,2025-10-26,140
6.0,3268.0,0,0,1,38.12183385,23.82711283,6,0,0,4,6.25,0.0,-0.7315068493150685,0.5,0.25,0.25,106.25,0.5,70.0,0.0,0,0.0,9999,0.0,0.5,5.333333333333333,5,0,1,1.0,-267,0,0,1,0.215,0.8660254037844386,0.5000000000000001,0,-267,5.0,7.0,5.0,7.0,178,1496,1271,459,2025-02-14,141
7.0,1333.0,0,1,0,38.07765531,23.85340671,11,0,0,10,6.4,0.0,-0.7506849315068493,0.3,0.4,0.3,101.5,0.9090909090909091,0.0,0.0,0,0.0,9999,0.0,0.5,7.0,2,0,1,1.0,-274,0,1,0,0.22,0.8660254037844386,0.5000000000000001,0,-274,8.0,7.0,5.0,8.0,179,1515,1189,481,2025-02-07,142
6.0,849.0,0,1,0,37.97009063,23.81425742,2,0,0,31,6.064516129032258,0.435483870967742,-0.41643835616438357,0.22580645161290322,0.41935483870967744,0.3548387096774194,66.7741935483871,0.8611111111111112,27.5,0.06451612903225812,0,0.0,9999,0.0,0.5,8.0,5,0,1,1.0,-152,1,0,0,0.215,1.2246467991473532e-16,-1.0,0,-152,7.0,6.0,6.0,5.0,180,1801,1233,870,2025-06-09,143
9.0,2737.0,1,0,0,37.89261896,23.81751124,8,0,0,14,9.428571428571429,0.07142857142857117,-0.42191780821917807,0.14285714285714285,0.42857142857142855,0.42857142857142855,306.7857142857143,0.875,340.0,0.0714285714285714,0,0.0,9999,0.0,0.5,7.25,5,0,1,1.0,-154,0,0,1,0.2,1.2246467991473532e-16,-1.0,1,-154,9.0,10.0,9.0,9.0,181,1391,1210,320,2025-06-07,144
6.0,2610.0,1,0,0,38.12468167,23.8037485,3,0,0,45,6.2,-0.2999999999999998,-0.07671232876712329,0.35555555555555557,0.28888888888888886,0.35555555555555557,91.77777777777777,0.8823529411764706,125.0,0.06666666666666665,0,0.0,9999,0.0,0.5,8.125,9,0,1,1.0,-28,0,0,1,0.21,-0.8660254037844386,0.5000000000000001,1,-28,5.0,5.0,6.0,5.0,182,1608,1285,609,2025-10-11,145
8.0,677.0,0,1,0,37.88773142,23.75313432,5,0,0,7,7.285714285714286,0.0,-0.7424657534246575,0.5714285714285714,0.0,0.42857142857142855,220.0,0.875,37.5,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-271,1,0,0,0.215,0.8660254037844386,0.5000000000000001,0,-271,8.0,7.0,7.0,7.0,183,1477,1260,434,2025-02-10,146
6.0,4100.0,0,0,1,38.06334796,23.86627769,9,0,0,7,7.0,0.0,-0.8712328767123287,0.42857142857142855,0.2857142857142857,0.2857142857142857,125.71428571428571,0.875,212.5,0.0,0,0.0,9999,0.0,0.5,7.0,2,0,1,1.0,-318,0,0,1,0.215,-2.4492935982947064e-16,1.0,0,-318,5.0,5.0,7.0,6.0,184,1474,1186,431,2024-12-25,147
7.0,1973.0,1,0,0,38.02545526,23.64045371,9,0,0,12,7.333333333333333,-0.033333333333333215,-0.16164383561643836,0.5,0.08333333333333333,0.4166666666666667,255.41666666666666,0.9230769230769231,240.0,0.0,0,0.0,9999,0.0,0.5,6.8,6,0,1,1.0,-59,0,0,1,0.21,-1.0,-1.8369701987210297e-16,0,-59,8.0,7.0,6.0,7.0,185,1507,1124,473,2025-09-10,148
7.0,883.0,0,1,0,38.06575727,23.6715231,7,0,0,14,6.5,0.20000000000000018,-0.4767123287671233,0.2857142857142857,0.35714285714285715,0.35714285714285715,101.78571428571429,0.9333333333333333,60.0,0.0,0,0.0,9999,0.0,0.5,6.0,3,0,1,1.0,-174,1,0,0,0.215,0.49999999999999994,-0.8660254037844387,1,-174,7.0,7.0,5.0,7.0,186,1675,1189,696,2025-05-18,149
8.0,1088.0,0,1,0,38.07629797,23.60751701,9,0,0,16,6.8125,0.28749999999999964,-0.11506849315068493,0.25,0.1875,0.5625,220.3125,0.8421052631578947,196.66666666666666,0.0,0,0.0,9999,0.0,0.5,7.0,10,0,1,1.0,-42,0,1,0,0.25,-1.0,-1.8369701987210297e-16,1,-42,8.0,8.0,8.0,8.0,187,1658,1127,677,2025-09-27,150
5.0,3813.0,0,0,1,38.0211079,23.76295624,15,0,0,7,5.857142857142857,0.0,-0.7808219178082192,0.14285714285714285,0.5714285714285714,0.2857142857142857,40.714285714285715,0.875,32.5,0.1428571428571429,0,0.0,9999,0.0,0.5,7.5,3,0,1,1.0,-285,0,0,1,0.215,0.49999999999999994,0.8660254037844387,0,-285,6.0,6.0,3.0,4.0,188,1742,1287,788,2025-01-27,151
7.0,4759.0,0,0,1,38.05852727,23.79779404,11,0,0,3,7.333333333333333,0.0,-0.9178082191780822,0.3333333333333333,0.3333333333333333,0.3333333333333333,206.66666666666666,0.75,217.5,0.0,0,0.0,9999,0.0,0.5,7.0,2,0,1,1.0,-335,0,0,1,0.215,-2.4492935982947064e-16,1.0,1,-335,8.0,6.0,6.0,6.0,189,1544,1157,526,2024-12-08,152
